_id,id,__v,action_cause,behavior_type,company_type,craft_code,createdAt,day_of_year,gbu,incident_date,incident_number,is_lcv,job,lastUpdated,location,month,near_miss_sub_category,primary_category,region,severity_level,unsafe_condition_or_behavior,violation_probability_level,violation_risk_severity_level,violation_severity_level,week,year
{'$oid': '69087f06012e93c9d6fdf174'},136203253,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",Safe,B,Electricians-Other,1765946134358,182,Energy,1751368166000,136203253,False,Project D,1765946134358,,7,,,,0,Unsafe Condition,0,0,0,26,2025
{'$oid': '69087f06012e93c9d6fdf175'},136204717,0,Repetitive Motion/Body Position/Ergonomic Hazards,Safe,B,Ironworkers-Rebar,1765946134358,183,Energy,1751435630000,136204717,False,Project D,1765946134358,,7,,,,1,Behavior,0,1,0,27,2025
{'$oid': '69087f06012e93c9d6fdf176'},136204847,0,Exposure to Heat/Cold/Environment,Safe,B,Pipefitters,1765946134358,183,Energy,1751427582000,136204847,False,Project D,1765946134358,,7,,,,1,Behavior,0,1,0,27,2025
{'$oid': '69087f06012e93c9d6fdf177'},136204929,0,,At-Risk,B,,1765946134358,183,Energy,1751475349000,136204929,False,Project D,1765946134358,,7,,,,2,Unsafe Condition,0,2,0,27,2025
{'$oid': '69087f06012e93c9d6fdf178'},136205295,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",Safe,B,Scaffold Builder,1765946134358,183,Energy,1751436568000,136205295,False,Project D,1765946134358,,7,,,,1,Behavior,0,1,0,27,2025
{'$oid': '69087f06012e93c9d6fdf179'},136199921,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",Safe,B,Painters,1765946134358,181,Energy,1751260151000,136199921,False,Project D,1765946134358,,6,,,,0,Unsafe Condition,0,0,0,26,2025
{'$oid': '69087f06012e93c9d6fdf17a'},136205233,0,Dropped Object(s),At-Risk,B,Fitters (Other),1765946134358,183,Energy,1751423948000,136205233,False,Project D,1765946134358,,7,,,,0,Unsafe Condition,0,0,0,27,2025
{'$oid': '69087f06012e93c9d6fdf17b'},136205384,0,,At-Risk,B,,1765946134358,183,Energy,1751454530000,136205384,False,Project D,1765946134358,,7,,,,2,Unsafe Condition,0,2,0,27,2025
{'$oid': '69087f06012e93c9d6fdf17c'},136205399,0,Other,Safe,B,Operators,1765946134358,183,Energy,1751449261000,136205399,False,Project D,1765946134358,,7,,,,1,Unsafe Condition,0,1,0,27,2025
{'$oid': '69087f06012e93c9d6fdf17d'},136205411,0,"Vehicular Accident (driver, passenger, pedestrian)",Safe,B,Non-Manual,1765946134358,183,Energy,1751437759000,136205411,False,Project D,1765946134358,,7,,,,1,Unsafe Condition,0,1,0,27,2025
{'$oid': '69087f06012e93c9d6fdf17e'},136206243,0,Slip/Trip,At-Risk,B,Ironworkers-Rebar,1765946134358,184,Energy,1751513930000,136206243,False,Project D,1765946134358,,7,,,,1,Unsafe Condition,0,1,0,27,2025
{'$oid': '69087f06012e93c9d6fdf17f'},136207174,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",Safe,B,Laborers,1765946134358,184,Energy,1751549030000,136207174,False,Project D,1765946134358,,7,,,,1,Unsafe Condition,0,1,0,27,2025
{'$oid': '69087f06012e93c9d6fdf180'},136209727,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",At-Risk,B,Insulators,1765946134358,188,Energy,1751876329000,136209727,True,Project D,1765946134358,,7,,Work at Height,,2,Unsafe Condition,0,2,0,27,2025
{'$oid': '69087f06012e93c9d6fdf181'},136210542,0,Dropped Object(s),At-Risk,B,Scaffold Builder,1765945700172,189,Energy,1751956738000,136210542,False,Project D,1765945700172,,7,,,,0,Unsafe Condition,0,0,0,27,2025
{'$oid': '69087f06012e93c9d6fdf182'},136207324,0,"Vehicular Accident (driver, passenger, pedestrian)",At-Risk,B,Pipefitters,1765946134358,184,Energy,1751559830000,136207324,True,Project D,1765946134358,,7,,MEPI (Mobile Equipment & Personnel Interface),,4,Unsafe Condition,0,4,0,27,2025
{'$oid': '69087f06012e93c9d6fdf183'},136209767,0,Unknown,Safe,B,Carpenter,1765946134358,188,Energy,1751878729000,136209767,False,Project D,1765946134358,,7,,,,1,Behavior,0,1,0,27,2025
{'$oid': '69087f06012e93c9d6fdf184'},136210610,0,Repetitive Motion/Body Position/Ergonomic Hazards,Safe,B,Insulators,1765945700172,189,Energy,1751976170000,136210610,False,Project D,1765945700172,,7,,,,0,Unsafe Condition,0,0,0,27,2025
{'$oid': '69087f06012e93c9d6fdf185'},136211091,0,Unknown,,B,Mechanic,1765945700172,190,Energy,1752028729000,136211091,False,Project D,1765945700172,,7,,,,0,,0,0,0,28,2025
{'$oid': '69087f06012e93c9d6fdf186'},136210938,0,"Grinding, Sanding, Scraping, Cleaning, Blowing",At-Risk,B,Painters,1765946134358,189,Energy,1751953129000,136210938,True,Project D,1765946134358,,7,,Dropped Objects,,3,Unsafe Condition,0,3,0,27,2025
{'$oid': '69087f06012e93c9d6fdf187'},136211553,0,Fall From Same Level (of Personnel),,B,Pipefitters,1765945700172,190,Energy,1752079130000,136211553,False,Project D,1765945700172,,7,,,,0,,0,0,0,28,2025
{'$oid': '69087f06012e93c9d6fdf188'},136211710,0,Repetitive Motion/Body Position/Ergonomic Hazards,,B,Scaffold Builder,1765945700172,190,Energy,1752092654000,136211710,False,Project D,1765945700172,,7,,,,0,,0,0,0,28,2025
{'$oid': '69087f06012e93c9d6fdf189'},136211392,0,Fall From Elevation (of Personnel),,B,Insulators,1765945700172,190,Energy,1752047733000,136211392,False,Project D,1765945700172,,7,,,,0,,0,0,0,28,2025
{'$oid': '69087f06012e93c9d6fdf18a'},136211441,0,Unknown,,B,Operators,1765945700172,190,Energy,1752062387000,136211441,False,Project D,1765945700172,,7,,,,0,,0,0,0,28,2025
{'$oid': '69087f06012e93c9d6fdf18b'},136212938,0,Unknown,,B,Electricians-wiremen,1765945700172,191,Energy,1752147552000,136212938,False,Project D,1765945700172,,7,,,,0,,0,0,0,28,2025
{'$oid': '69087f06012e93c9d6fdf18c'},136212988,0,Slip/Trip,,B,Other,1765945700172,191,Energy,1752143329000,136212988,False,Project D,1765945700172,,7,,,,0,,0,0,0,28,2025
{'$oid': '69087f06012e93c9d6fdf18d'},136213161,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,Pipefitters,1765945700172,191,Energy,1752154753000,136213161,False,Project D,1765945700172,,7,,,,0,,0,0,0,28,2025
{'$oid': '69087f06012e93c9d6fdf18e'},136213796,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,Insulators,1765945700172,192,Energy,1752210876000,136213796,False,Project D,1765945700172,,7,,,,0,,0,0,0,28,2025
{'$oid': '69087f06012e93c9d6fdf18f'},136213063,0,Other,,B,,1765945700172,191,Energy,1752114237000,136213063,False,Project D,1765945700172,,7,,,,0,,0,0,0,28,2025
{'$oid': '69087f06012e93c9d6fdf190'},136213297,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,Laborers,1765945700172,191,Energy,1752190058000,136213297,False,Project D,1765945700172,,7,,,,0,,0,0,0,28,2025
{'$oid': '69087f06012e93c9d6fdf191'},136213731,0,Unknown,,B,Pipefitters,1765945700172,192,Energy,1752196730000,136213731,False,Project D,1765945700172,,7,,,,0,,0,0,0,28,2025
{'$oid': '69087f06012e93c9d6fdf192'},136214394,0,Fall From Same Level (of Personnel),,B,Electricians-Other,1765945700172,193,Energy,1752291566000,136214394,False,Project D,1765945700172,,7,,,,0,,0,0,0,28,2025
{'$oid': '69087f06012e93c9d6fdf193'},136213892,0,Unknown,,B,Mechanic,1765945700172,191,Energy,1752140330000,136213892,False,Project D,1765945700172,,7,,,,0,,0,0,0,28,2025
{'$oid': '69087f06012e93c9d6fdf194'},136213884,0,Welding,,N,Welder,1765945700172,192,Energy,1752221509000,136213884,False,Project D,1765945700172,,7,,,,0,,0,0,0,28,2025
{'$oid': '69087f06012e93c9d6fdf195'},136215680,0,Other,,B,Ironworkers-Structural,1765945700172,195,Energy,1752478186000,136215680,False,Project D,1765945700172,,7,,,,0,,0,0,0,28,2025
{'$oid': '69087f06012e93c9d6fdf196'},136215704,0,Unknown,,B,Mechanic,1765945700172,195,Energy,1752479570000,136215704,False,Project D,1765945700172,,7,,,,0,,0,0,0,28,2025
{'$oid': '69087f06012e93c9d6fdf197'},136216513,0,Unknown,,B,Warehouse,1765945700172,195,Energy,1752490730000,136216513,False,Project D,1765945700172,,7,,,,0,,0,0,0,28,2025
{'$oid': '69087f06012e93c9d6fdf198'},136216058,0,Fall From Same Level (of Personnel),,B,Insulators,1765945700172,195,Energy,1752508430000,136216058,False,Project D,1765945700172,,7,,,,0,,0,0,0,28,2025
{'$oid': '69087f06012e93c9d6fdf199'},136216397,0,Unknown,,B,Ironworkers-Structural,1765945700172,196,Energy,1752543530000,136216397,False,Project D,1765945700172,,7,,,,0,,0,0,0,28,2025
{'$oid': '69087f06012e93c9d6fdf19a'},136216646,0,Welding,,B,Pipefitters,1765945700172,196,Energy,1752549536000,136216646,False,Project D,1765945700172,,7,,,,0,,0,0,0,28,2025
{'$oid': '69087f06012e93c9d6fdf19b'},136216983,0,Unknown,,B,Mechanic,1765945700172,196,Energy,1752569630000,136216983,False,Project D,1765945700172,,7,,,,0,,0,0,0,28,2025
{'$oid': '69087f06012e93c9d6fdf19c'},136217023,0,Other,,B,Ironworkers-Structural,1765945700172,196,Energy,1752569979000,136217023,False,Project D,1765945700172,,7,,,,0,,0,0,0,28,2025
{'$oid': '69087f06012e93c9d6fdf19d'},136217103,0,Unknown,,B,Non-Manual,1765945700172,196,Energy,1752565188000,136217103,False,Project D,1765945700172,,7,,,,0,,0,0,0,28,2025
{'$oid': '69087f06012e93c9d6fdf19e'},136217575,0,Unknown,,B,Mechanic,1765945700172,197,Energy,1752637632000,136217575,False,Project D,1765945700172,,7,,,,0,,0,0,0,29,2025
{'$oid': '69087f06012e93c9d6fdf19f'},136217836,0,Unknown,,B,Pipefitters,1765945700172,197,Energy,1752638961000,136217836,False,Project D,1765945700172,,7,,,,0,,0,0,0,29,2025
{'$oid': '69087f06012e93c9d6fdf1a0'},136217781,0,Other,,B,Insulators,1765945700172,197,Energy,1752638006000,136217781,False,Project D,1765945700172,,7,,,,0,,0,0,0,29,2025
{'$oid': '69087f06012e93c9d6fdf1a1'},136217794,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,Insulators,1765945700172,197,Energy,1752641930000,136217794,False,Project D,1765945700172,,7,,,,0,,0,0,0,29,2025
{'$oid': '69087f06012e93c9d6fdf1a2'},136218127,0,Dropped Object(s),,B,Insulators,1765945700172,197,Energy,1752644949000,136218127,False,Project D,1765945700172,,7,,,,0,,0,0,0,29,2025
{'$oid': '69087f06012e93c9d6fdf1a3'},136218227,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,Pipefitters,1765945700172,197,Energy,1752642530000,136218227,False,Project D,1765945700172,,7,,,,0,,0,0,0,29,2025
{'$oid': '69087f06012e93c9d6fdf1a4'},136218536,0,Fall From Same Level (of Personnel),,B,Pipefitters,1765945700172,198,Energy,1752714529000,136218536,False,Project D,1765945700172,,7,,,,0,,0,0,0,29,2025
{'$oid': '69087f06012e93c9d6fdf1a5'},136218585,0,Other,,B,Pipefitters,1765945700172,198,Energy,1752722783000,136218585,False,Project D,1765945700172,,7,,,,0,,0,0,0,29,2025
{'$oid': '69087f06012e93c9d6fdf1a6'},136218832,0,Dropped Object(s),At-Risk,B,Scaffold Builder,1765945700171,198,Energy,1752744565000,136218832,True,Project D,1765945700171,,7,,Dropped Objects,,3,Unsafe Condition,0,3,0,29,2025
{'$oid': '69087f06012e93c9d6fdf1a7'},136218957,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",At-Risk,B,Rigger,1765945700171,198,Energy,1752739779000,136218957,False,Project D,1765945700171,,7,,,,1,Behavior,0,1,0,29,2025
{'$oid': '69087f06012e93c9d6fdf1a8'},136218966,0,Other,At-Risk,B,Insulators,1765945700171,198,Energy,1752745139000,136218966,True,Project D,1765945700171,,7,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,29,2025
{'$oid': '69087f06012e93c9d6fdf1a9'},136219020,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,Laborers,1765945700172,198,Energy,1752724430000,136219020,False,Project D,1765945700172,,7,,,,0,,0,0,0,29,2025
{'$oid': '69087f06012e93c9d6fdf1aa'},136220137,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,,1765945700171,199,Energy,1752872950000,136220137,False,Project D,1765945700171,,7,,,,1,Behavior,0,1,0,29,2025
{'$oid': '69087f06012e93c9d6fdf1ab'},136220433,0,Unknown,At-Risk,B,Rigger,1765945700171,200,Energy,1752911848000,136220433,True,Project D,1765945700171,,7,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,29,2025
{'$oid': '69087f06012e93c9d6fdf1ac'},136220466,0,Slip/Trip,At-Risk,B,Scaffold Builder,1765945700171,200,Energy,1752899036000,136220466,True,Project D,1765945700171,,7,,Barricades & Signs,,3,Unsafe Condition,0,3,0,29,2025
{'$oid': '69087f06012e93c9d6fdf1ad'},136220504,0,Fall From Same Level (of Personnel),At-Risk,B,Insulators,1765945700171,200,Energy,1752898441000,136220504,True,Project D,1765945700171,,7,,Work at Height,,3,Unsafe Condition,0,3,0,29,2025
{'$oid': '69087f06012e93c9d6fdf1ae'},136221628,0,Unknown,At-Risk,B,Pipefitters,1765945700171,202,Energy,1753067344000,136221628,False,Project D,1765945700171,,7,,,,1,Behavior,0,1,0,29,2025
{'$oid': '69087f06012e93c9d6fdf1af'},136221907,0,"Exposure (noise, dust, radiation)",At-Risk,B,Other,1765945700171,202,Energy,1753067330000,136221907,False,Project D,1765945700171,,7,,,,1,Behavior,0,1,0,29,2025
{'$oid': '69087f06012e93c9d6fdf1b0'},136222604,0,Caught In/ Between,At-Risk,B,Operators,1765945700171,203,Energy,1753155237000,136222604,True,Project D,1765945700171,,7,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,29,2025
{'$oid': '69087f06012e93c9d6fdf1b1'},136222851,0,Repetitive Motion/Body Position/Ergonomic Hazards,At-Risk,B,Painters,1765945700171,202,Energy,1753060129000,136222851,False,Project D,1765945700171,,7,,,,1,Behavior,0,1,0,29,2025
{'$oid': '69087f06012e93c9d6fdf1b2'},136223108,0,Repetitive Motion/Body Position/Ergonomic Hazards,At-Risk,B,Pipefitters,1765945700171,203,Energy,1753160930000,136223108,False,Project D,1765945700171,,7,,,,1,Behavior,0,1,0,29,2025
{'$oid': '69087f06012e93c9d6fdf1b3'},136223205,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",At-Risk,B,Electricians-wiremen,1765945700171,203,Energy,1753162745000,136223205,False,Project D,1765945700171,,7,,,,1,Behavior,0,1,0,29,2025
{'$oid': '69087f06012e93c9d6fdf1b4'},136223311,0,Fall From Same Level (of Personnel),At-Risk,B,Painters,1765945700171,203,Energy,1753166385000,136223311,False,Project D,1765945700171,,7,,,,1,Behavior,0,1,0,29,2025
{'$oid': '69087f06012e93c9d6fdf1b5'},136224589,0,Dropped Object(s),,B,Pipefitters,1765945700171,204,Energy,1753245545000,136224589,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1b6'},136223355,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Welder,1765945700171,203,Energy,1753160963000,136223355,False,Project D,1765945700171,,7,,,,1,Behavior,0,1,0,29,2025
{'$oid': '69087f06012e93c9d6fdf1b7'},136223367,0,Caught In/ Between,At-Risk,B,Carpenter,1765945700171,203,Energy,1753180777000,136223367,False,Project D,1765945700171,,7,,,,0,Unsafe Condition,0,0,0,29,2025
{'$oid': '69087f06012e93c9d6fdf1b8'},136224562,0,"Vehicular Accident (driver, passenger, pedestrian)",,B,Other,1765945700171,204,Energy,1753263530000,136224562,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1b9'},136223600,0,Slip/Trip,,B,Warehouse,1765945700171,204,Energy,1753233538000,136223600,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1ba'},136224528,0,Fall From Same Level (of Personnel),,B,Other,1765945700171,204,Energy,1753259629000,136224528,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1bb'},136225397,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,Electricians-Other,1765945700171,205,Energy,1753328385000,136225397,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1bc'},136225578,0,Welding,,B,Welder,1765945700171,205,Energy,1753347259000,136225578,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1bd'},136226553,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,Welder,1765945700171,206,Energy,1753437239000,136226553,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1be'},136226278,0,Unknown,,B,Pipefitters,1765945700171,206,Energy,1753418366000,136226278,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1bf'},136226494,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",,B,Electricians-Other,1765945700171,206,Energy,1753414755000,136226494,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1c0'},136226584,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,Other,1765945700171,206,Energy,1753441755000,136226584,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1c1'},136225830,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,,1765945700171,205,Energy,1753375850000,136225830,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1c2'},136226233,0,Unknown,,B,Mechanic,1765945700171,206,Energy,1753415809000,136226233,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1c3'},136225689,0,"Grinding, Sanding, Scraping, Cleaning, Blowing",,B,Pipefitters,1765945700171,205,Energy,1753357187000,136225689,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1c4'},136226356,0,"Grinding, Sanding, Scraping, Cleaning, Blowing",,B,Pipefitters,1765945700171,206,Energy,1753411432000,136226356,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1c5'},136226700,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",,B,Ironworkers-Rebar,1765945700171,206,Energy,1753463030000,136226700,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1c6'},136226794,0,Other,,B,Insulators,1765945700171,207,Energy,1753499685000,136226794,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1c7'},136226813,0,Unknown,,B,Operators,1765945700171,207,Energy,1753493977000,136226813,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1c8'},136226984,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,Operators,1765945700171,207,Energy,1753511936000,136226984,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1c9'},136226882,0,"Contact With (chemicals, hazardous substance, insect, animals, heat, cold)",,B,Painters,1765945700171,207,Energy,1753550630000,136226882,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1ca'},136227437,0,Repetitive Motion/Body Position/Ergonomic Hazards,,B,Scaffold Builder,1765945700171,208,Energy,1753599441000,136227437,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1cb'},136228633,0,Unknown,,B,Ironworkers-Rebar,1765945700171,209,Energy,1753696430000,136228633,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1cc'},136228710,0,Dropped Object(s),,B,Other,1765945700171,209,Energy,1753699169000,136228710,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1cd'},136228736,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,Operators,1765945700171,209,Energy,1753685959000,136228736,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1ce'},136228757,0,,,B,,1765945700171,209,Energy,1753698409000,136228757,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1cf'},136228769,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,Insulators,1765945700171,209,Energy,1753697387000,136228769,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1d0'},136228905,0,Slip/Trip,,B,Other,1765945700171,209,Energy,1753724329000,136228905,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1d1'},136230063,0,Other,,B,Operators,1765945700171,210,Energy,1753785580000,136230063,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1d2'},136229868,0,Other,,B,Operators,1765945700171,210,Energy,1753759129000,136229868,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1d3'},136230073,0,Fall From Same Level (of Personnel),,B,Insulators,1765945700171,210,Energy,1753764709000,136230073,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1d4'},136230084,0,Other,,B,Insulators,1765945700171,210,Energy,1753780133000,136230084,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1d5'},136230239,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,,1765945700171,210,Energy,1753795430000,136230239,False,Project D,1765945700171,,7,,,,0,,0,0,0,30,2025
{'$oid': '69087f06012e93c9d6fdf1d6'},136230768,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,Pipefitters,1765945700171,211,Energy,1753862047000,136230768,False,Project D,1765945700171,,7,,,,0,,0,0,0,31,2025
{'$oid': '69087f06012e93c9d6fdf1d7'},136231114,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",,N,Radiation Tech,1765945700171,211,Energy,1753882245000,136231114,False,Project D,1765945700171,,7,,,,0,,0,0,0,31,2025
{'$oid': '69087f06012e93c9d6fdf1d8'},136231138,0,,,B,Pipefitters,1765945700171,211,Energy,1753888130000,136231138,False,Project D,1765945700171,,7,,,,0,,0,0,0,31,2025
{'$oid': '69087f06012e93c9d6fdf1d9'},136231276,0,"Vehicular Accident (driver, passenger, pedestrian)",,B,Operators,1765945700171,211,Energy,1753914259000,136231276,False,Project D,1765945700171,,7,,,,0,,0,0,0,31,2025
{'$oid': '69087f06012e93c9d6fdf1da'},136231727,0,Unknown,,B,Non-Manual,1765945700171,212,Energy,1753928885000,136231727,False,Project D,1765945700171,,7,,,,0,,0,0,0,31,2025
{'$oid': '69087f06012e93c9d6fdf1db'},136231758,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",,B,Operators,1765945700171,212,Energy,1753929575000,136231758,False,Project D,1765945700171,,7,,,,0,,0,0,0,31,2025
{'$oid': '69087f06012e93c9d6fdf1dc'},136231917,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",,B,Scaffold Builder,1765945700171,212,Energy,1753934030000,136231917,False,Project D,1765945700171,,7,,,,0,,0,0,0,31,2025
{'$oid': '69087f06012e93c9d6fdf1dd'},136232036,0,"Contact With (chemicals, hazardous substance, insect, animals, heat, cold)",Undetermined,B,Scaffold Builder,1765945700171,212,Energy,1753940630000,136232036,False,Project D,1765945700171,,7,,,,1,Unsafe Condition,0,1,0,31,2025
{'$oid': '69087f06012e93c9d6fdf1de'},136232113,0,Unknown,Undetermined,B,Mechanic,1765945700171,212,Energy,1753947530000,136232113,False,Project D,1765945700171,,7,,,,1,Unsafe Condition,0,1,0,31,2025
{'$oid': '69087f06012e93c9d6fdf1df'},136232167,0,Unknown,Undetermined,B,Operators,1765945700171,212,Energy,1753944229000,136232167,False,Project D,1765945700171,,7,,,,1,Unsafe Condition,0,1,0,31,2025
{'$oid': '69087f06012e93c9d6fdf1e0'},136232196,0,Caught In/ Between,Undetermined,B,Scaffold Builder,1765945700171,212,Energy,1753936745000,136232196,False,Project D,1765945700171,,7,,,,1,Unsafe Condition,0,1,0,31,2025
{'$oid': '69087f06012e93c9d6fdf1e1'},136232412,0,Repetitive Motion/Body Position/Ergonomic Hazards,Undetermined,B,Insulators,1765945700171,212,Energy,1753953061000,136232412,False,Project D,1765945700171,,7,,,,1,Behavior,0,1,0,31,2025
{'$oid': '69087f06012e93c9d6fdf1e2'},136232262,0,Dropped Object(s),At-Risk,B,Scaffold Builder,1765945700171,212,Energy,1753949343000,136232262,True,Project D,1765945700171,,7,,Dropped Objects,,3,Unsafe Condition,0,3,0,31,2025
{'$oid': '69087f06012e93c9d6fdf1e3'},136232516,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",Undetermined,B,Welder,1765945700171,212,Energy,1753966445000,136232516,False,Project D,1765945700171,,7,,,,1,Behavior,0,1,0,31,2025
{'$oid': '69087f06012e93c9d6fdf1e4'},136232716,0,"Strain/ Overexertion (lifting, climbing, pulling, pushing)",Undetermined,B,Ironworkers-Rebar,1765945700171,212,Energy,1753984430000,136232716,False,Project D,1765945700171,,7,,,,1,Behavior,0,1,0,31,2025
{'$oid': '69087f06012e93c9d6fdf1e5'},136232120,0,Other,At-Risk,B,Operators,1765945700171,212,Energy,1753936730000,136232120,True,Project D,1765945700171,,7,,Excavation,,4,Unsafe Condition,0,4,0,31,2025
{'$oid': '69087f06012e93c9d6fdf1e6'},136233166,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Ironworkers-Structural,1765945700171,213,Energy,1754015987000,136233166,True,Project D,1765945700171,,8,,MEPI (Mobile Equipment & Personnel Interface),,3,Unsafe Condition,0,3,0,31,2025
{'$oid': '69087f06012e93c9d6fdf1e7'},136233207,0,"Struck By/ Against (includes foreign bodies to eye,cutting)",At-Risk,B,Insulators,1765945700171,213,Energy,1754021961000,136233207,False,Project D,1765945700171,,8,,,,0,Unsafe Condition,0,0,0,31,2025
{'$oid': '69087f06012e93c9d6fdf1e8'},136233312,0,Unknown,At-Risk,B,Pipefitters,1765945700171,213,Energy,1754032164000,136233312,False,Project D,1765945700171,,8,,,,0,Unsafe Condition,0,0,0,31,2025
{'$oid': '69087f06012e93c9d6fdf1e9'},136233645,0,Dropped Object(s),At-Risk,N,Other,1765945700171,213,Energy,1754021029000,136233645,False,Project D,1765945700171,,8,,,,0,Unsafe Condition,0,0,0,31,2025
{'$oid': '69087f06012e93c9d6fdf1ea'},136233655,0,Repetitive Motion/Body Position/Ergonomic Hazards,At-Risk,B,Insulators,1765945700171,213,Energy,1754022043000,136233655,False,Project D,1765945700171,,8,,,,0,Behavior,0,0,0,31,2025
